title,type,start_date,end_date,place,location,price,contact,url,image,description
김창열,전시,2025-08-22,2025-12-21,,서울,,국립현대미술관 서울관 02-3701-9500,https://www.mcst.go.kr/kor/s_culture/culture/cultureView.jsp?pSeq=57251,http://www.culture.go.kr/upload/rdf/25/08/show_2025081917581204184.jpg,"<p>&laquo;김창열&raquo;은 한국 현대미술을 대표하는 작가 김창열(1929&ndash;2021)의 예술세계를 총체적으로 조명하는 회고전으로, 한국의 근현대사와 미술사의 맥락 속에서 그의 작업을 재조명하고자 한다. 20세기 중반, 전쟁과 분단, 산업화와 도시화로 이어지는 한국 사회의 급격한 근대화 과정은 김창열의 내면에 깊은 상흔을 남겼고, 이는 고유한 조형 언어로 승화되었다.</p>
<p><br /></p>
<p><span>김창열은 1950년대 앵포르멜 운동을 주도하며 서구 현대미술의 어법을 한국적 정서와 접목하는 데 앞장섰고, 1965년 뉴욕에서의 활동을 거쳐 1969년 파리에 정착하기까지 자신만의 예술에 도달하기 위한 실험과 도전의 여정을 멈추지 않았다. 1970년대 초, 물방울 회화의 여정이 시작되면서 자신만의 독자적인 예술세계를 구축하였고, 평생에 걸쳐 탐구한 물방울은 곧 김창열을 상징하는 예술적 기호가 되었다.</span></p>
<p><br /></p>
<p><span>이번 전시는 물방울의 시각적 아름다움 이면에 자리한 상흔의 기억과 근원적 미의식에 주목하며, 작업 초기 및 뉴욕 시기의 미공개 작품과 귀중한 기록 자료를 통해 작가의 창작 여정을 보다 입체적으로 조망한다. 물방울이라는 형식 속에 스며든 다양한 조형 언어를 새롭게 발견하고, 우리가 미처 마주하지 못했던 김창열의 예술을 재인식하는 계기가 될 것이다. 나아가 한국 현대미술이 지닌 고유한 정신성과 그 미술사적 의의를 다시금 되새기는 뜻깊은 자리가 되기를 기대한다.</span></p>
<p><br /></p>"
"Love, Death",전시,2025-08-18,2025-08-31,,경남,,053-252-0614,https://www.mcst.go.kr/kor/s_culture/culture/cultureView.jsp?pSeq=57197,http://www.culture.go.kr/upload/rdf/25/08/show_2025081821305035235.jpg,"<div><br /></div>
<div>갤러리 제이원은 조명학의 신작 개인전 《LOVE, DEATH》를 소개합니다.&nbsp;</div>
<div><br /></div>
<div>조명학에게 &lsquo;자유&rsquo;는 혼자만의 해방이 아니라 타자와 더불어 살아내는 법입니다.&nbsp;</div>
<div><br /></div>
<div>이번 전시는 그 주제를 사랑과 죽음이라는 두 끝에서 다시 묻습니다.&nbsp;</div>
<div><br /></div>
<div>작가는 말합니다. &ldquo;사랑의 결말이 죽음이지 않기를.&rdquo;</div>
<div><br /></div>
<div>한쪽에는 연회 테이블과 춤, 서로를 바라보는 커플이 이어집니다.&nbsp;</div>
<div><br /></div>
<div>케이크와 꽃, 고전적인 의상이 화면에 온기와 서정을 더하며, 사랑을 일시적 감정이 아니라 함께 살아가는 방식으로 보여줍니다.&nbsp;</div>
<div><br /></div>
<div>손을 맞잡는 제스처, 곁에 머무는 시선 같은 작은 장면들이 시간의 속도를 천천히 늦춥니다.</div>
<div><br /></div>
<div>다른 쪽에는 맞섬과 응시, 쓰러진 몸 곁의 정지가 놓입니다.&nbsp;</div>
<div><br /></div>
<div>히어로와 괴수를 연상시키는 구도, 전투 전후의 긴장, 그리고 남겨진 침묵까지.&nbsp;</div>
<div><br /></div>
<div>작가는 승패를 가르지 않습니다.&nbsp;</div>
<div><br /></div>
<div>죽음을 비극의 종결로 단정하기보다, 사랑을 더 선명하게 드러내는 배경으로 다룹니다.&nbsp;</div>
<div><br /></div>
<div>특히 전투가 끝난 뒤의 자세는 더 이상 적대가 아님을 암시합니다.&nbsp;</div>
<div><br /></div>
<div>경계의 시선이 서서히 돌봄으로 기울며, 사랑의 또 다른 형식이 드러납니다.&nbsp;</div><div><br /></div>
<div>그 장면은 이해보다 이익이, 대화보다 무기가 앞서는 오늘의 현실을 떠올리게 합니다.&nbsp;</div>
<div><br /></div>
<div>이 지점에서 화면은 서정을 넘어 기억하고 돌보는 태도로 이동합니다.</div>
<div><br /></div>
<div>두 축은 갈라지지 않습니다. 사랑은 죽음의 그림자 속에서 더 또렷해지고, 죽음은 사랑의 기억을 통해 다시 시작을 예감하게 합니다.&nbsp;</div>
<div><br /></div>
<div>그래서 이 전시에서 사랑은 감상적 정서가 아니라 인간성을 지키는 실천에 가깝습니다.&nbsp;</div>
<div><br /></div>
<div>관객의 시선이 두 장면 사이를 오갈수록, 자유는 개인의 권리를 넘어 함께의 리듬으로 확장됩니다.</div>
<div><br /></div>
<div>전시는 거창한 결론 대신 질문을 남깁니다.</div>
<div>&ldquo;결국 그 답은, 우리가 어떤 선택을 하느냐에 달려 있지 않을까.&rdquo;</div>
<div><br /></div>
<div><br /></div>
<div>조명학의 화면은 조용히 제안합니다.&nbsp;</div>
<div><br /></div>
<div>사랑의 결말이 끝으로 닫히지 않도록, 기억하고 돌보고 서로의 곁에 서는 일부터 다시 시작하자고.</div>"
[남양주] 마술공방,기타,2025-08-14,2025-08-31,,경기,,0507-1332-9633,https://www.mcst.go.kr/kor/s_culture/culture/cultureView.jsp?pSeq=57196,http://www.culture.go.kr/upload/rdf/25/08/rdf_2025081321202455006.png,<p>손으로 만들고 눈으로 즐기는 마술같은 시간!</p>
"2025년 박두진문학관 광복 80주년 기념 특별기획전 &lt;다시 찾은 빛, 청록집&gt;",전시,2025-08-12,2026-03-31,,경기,,박두진문학관 031-678-2466~9,https://www.mcst.go.kr/kor/s_culture/culture/cultureView.jsp?pSeq=57221,http://www.culture.go.kr/upload/rdf/25/08/rdf_202508182131477229.jpg,"<p>박두진문학관은 광복 80주년 기념 특별기획전 &lt;다시 찾은 빛, 청록집&gt;을 개최합니다.</p>
<p><br /></p>
<p>이번 특별전시는 일제 말기 광복을 노래했던 청록파 시인의 문학세계를 조명하고</p>
<p>광복의 의미를 되새기는 시간을 마련하기 위해 기획되었습니다.</p>
<p><br /></p>
<p>청록집 초판본, 재판본, 이후‧기타 등 다양한 버전의 청록집 원본을 볼 수있으며,</p>
<p>청록파 시인의 시에 나온 소재를 활용한 그리기 체험,&nbsp; 청록집 스탬프, 청록파 시인과 사진찍기 등</p>
<p>다양한 체험 공간을 구성해 남녀노소 누구나 즐길 수 있는 전시로 운영됩니다.</p>
<div><br /></div>"
선라이즈 투 선라잇(Sunrise to Sunlight),전시,2025-08-14,2025-12-31,,서울,,BtheB@sba.seoul.kr,https://www.mcst.go.kr/kor/s_culture/culture/cultureView.jsp?pSeq=57248,http://www.culture.go.kr/upload/rdf/25/08/rdf_202508182131349743.jpg,"<p><br /></p>
<p>당신만의 아름다움을 발견할 수 있는 곳, B the B.</p>
<p><br /></p>
<p>비더비 업타운은 서울의 매력적인 뷰티 브랜드를 비더비만의 감각으로 큐레이팅한 상설전시공간입니다.</p>
<p>거대한 자연 속에 진정한 아름다움이 새겨져 있다는 모티브를 가지고 구성된 비더비 업타운은 몸과 마음이 쉬어갈 수 있도록 풀벌레, 매미, 바람 등 자연의 소리와 시원한 자연의 향으로 여러분을 맞이합니다.</p>
<p><br /></p>
<p>이번 전시는 아침부터 밤까지 하루의 뷰티 루틴을 AI 테크기기의 진단과 맞춤형 뷰티 제품을 추천받아 직접 테스트까지 해볼 수 있는 전시입니다.</p>
<p>각 브랜드 제품 근처의 QR을 찍으시면 무겁게 들고 갈 필요없이 무신사를 통한 온라인 구매를 하실 수 있습니다. 나만의 맞춤 뷰티진단, 제품추천, 테스트, 그리고 구매까지.</p>
<p>비더비가 제공하는 원스톱 서비스를 체험해보세요.</p>
<p><br /></p><p>비더비 뷰티 기획전에서 여러분의 진정한 아름다움을 만나보세요.</p>
<p>Be the Beautiful!</p>"
아스팔트위토마토,기타,2025-08-12,2025-09-05,,,,인스타그램 @u_agon_quiat_ko,https://www.mcst.go.kr/kor/s_culture/culture/cultureView.jsp?pSeq=57247,http://www.culture.go.kr/upload/rdf/25/08/rdf_202508182131213052.jpg,<p>자세한 정보는 '바로가기' 링크를 통해 확인하시기 바랍니다.</p>
춘천예술촌 3기 입주작가 연속 전시《최초의 사물》이웅철,전시,2025-08-01,2025-09-06,,경기,,문화예술교육센터 춘천예술촌 033-259-5452,https://www.mcst.go.kr/kor/s_culture/culture/cultureView.jsp?pSeq=57216,http://www.culture.go.kr/upload/rdf/25/08/rdf_202508182131362503.jpg,"<p>&lt;춘천예술촌 3기 입주작가 연속 전시&gt;</p>
<p><br /></p>
<p>《최초의 사물》 _ 이웅철</p>
<p><br /></p>
<p>작가소개</p>
<p>이웅철은 《경기청년신진작가》(경기도 미술관, 2017)에 선정되며 작업을 이어가고 있다. 작가는 사고(accident)를 지각과 인식의 차원으로 가져와 현실과 가상, 생명과 무생명, 보이는 것과 보이지 않는 것, 자연과 문화의 문화의 경계가 흐려지는 지점을 다양한 매체로 탐구하고 있다. 2024년 개인전 《더 라인 &ndash; 기억의 거울》(제주현대미술관, 2024)을 비롯해 단체전 《영원한 재탄생》(뮤지엄한미, 2024), 《퍼블릭 아트 뉴히어로》(K&amp;L 뮤지엄, 2024) 등에 참여하였으며 2025년 7월 개인전 《비-세계》(WWNN, 2025)를 개최하였다.</p>
<p><br /></p>
<p>&lt;춘천예술촌 3기 입주작가 연속 전시&gt;</p>
<p><br /></p>
<p>올해 새롭게 선보이는 《춘천예술촌 3기 입주작가 연속 전시》는 3월에 입주한 3기 입주작가 10인과 함께 한다.</p>
<p>이번 전시는 각자의 터전을 벗어나 춘천으로 모인 예술가 10인의 미적 서사를 조망하고, 낯선 환경에 놓인 한시적 만남을</p>
<p>공동의 기억으로 치환하기 위해 기획되었다.</p>
<p><br /></p>
<p>※ 참여작가: 박명미, 정보경, 이상윤, 한대희, 박상아, 이웅철, 길창인, 정재엽, 박해선, 정찬민</p>
<p>※ 회차별 참여 작가와 전시 기간은 하단을 참고 바랍니다.</p>
<p><br /></p>
<p>&nbsp;</p>"
[원주 갤러리 원] 9인 단체 공모전 '예술가의 아카이브와 알고리즘',전시,2025-08-13,2025-09-06,,강원,,033-745-9994~5,https://www.mcst.go.kr/kor/s_culture/culture/cultureView.jsp?pSeq=57112,http://www.culture.go.kr/upload/rdf/25/08/show_202508161614392485.jpg,<p>자세한 정보는 '바로가기' 링크를 통해 확인하시기 바랍니다.</p>
"[서산] 르느와르, 행복을 노래하다",기타,2025-08-22,2025-08-22,,충남,,서산시 문화회관 041-661-8031,https://www.mcst.go.kr/kor/s_culture/culture/cultureView.jsp?pSeq=57178,http://www.culture.go.kr/upload/rdf/25/08/rdf_2025081321205513355.jpg,<p>자세한 정보는 '바로가기' 링크를 통해 확인하시기 바랍니다.</p>
유령 좌표 (Phantom Coordinates),전시,2025-08-22,2025-08-31,,서울,,koldsleep@gmail.com,https://www.mcst.go.kr/kor/s_culture/culture/cultureView.jsp?pSeq=57121,http://www.culture.go.kr/upload/rdf/25/08/show_2025081813125202311.png,"<p>이번 &lt;유령 좌표 Phantom Coordinates&gt; 전시에서 작가는 서울 강북구를 기반으로 꿈의 서사를 수집하고, 이를 토대로 신작 *꿈 지형학을 위한 포노스코어* 시리즈를 처음 선보인다.</p>
<p><br /></p>
<p>본 프로젝트는 주변에 실재하는 장소들이 사람들의 꿈속에 등장한 사례를 바탕으로, 장소와 개인의 기억, 무의식이 교차하는 사운드 기반의 꿈 지형을 구축한다. 작가는 관객의 신체를 '기록-재생 장치'로 상정하며, 관객 스스로 포노그래프의 바늘처럼, 특정 장소와 연루된 꿈의 서사를 목소리로 재생할 것을 제안한다.</p>
<p><br /></p>
<p>*포노스코어는 작가가 임의로 포노그래프(Phonograph)와 스코어(Score)를 결합하여 만든 고유 명칭이다. 포노그래프(Phonograph)는 소리를 금속 실린더 표면에 진동으로 새겨 기록하고, 이를 바늘로 읽어 재생하는 초기 음향 장치이다. 본 전시에서 관객의 몸은 일시적으로 이 장치가 되기를 요청받는다.</p>
<p><br /></p>"
상상마당 춘천 기획전시 <전율(電律)>,전시,2025-07-26,2025-10-19,,강원,,070-7586-0537,https://www.mcst.go.kr/kor/s_culture/culture/cultureView.jsp?pSeq=57119,http://www.culture.go.kr/upload/rdf/25/08/rdf_2025081421331275237.jpg,"<p>KT&amp;G 상상마당 춘천은 열 번째 뮤직아트센터 프로젝트의 주제로 '전자음악'을 선보입니다. 이번 프로젝트는 아티스트 김도언, 배인숙, 씨피카, 영 다이, 원우리, 이동규와 브랜드 디쉘터의 목소리를 빌려, 오늘날 한국 전자음악의 풍경을 워크숍&middot;공연&middot;팝업&middot;전시를 통해 입체적으로 풀어냅니다. 《전율(電律)》은 &lsquo;전자음율(電子音律)&rsquo;의 줄임말이자, 그로부터 파생되는 감각인 &lsquo;전율&rsquo;을 상징하는 제목입니다. 전자음악은 우리가 일상 속에서 무심히 지나치는 신호와 자극들을 감각 가능한 언어로 가시화하며 새로운 인식을 제안합니다. 낯선 감각에 눈을 뜨는 순간, 우리는 얼마나 깊이 전율할 수 있을까요. 이번 프로젝트가 전자음악을 통해 다름과 새로움을 이해하는 여정이 되길 바랍니다.</p>
<div><br /></div>"
창덕궁의 근사謹寫한 벽화,기타,2025-08-14,2025-10-12,,서울,,국립고궁박물관 02-3701-7500,https://www.mcst.go.kr/kor/s_culture/culture/cultureView.jsp?pSeq=57120,http://www.culture.go.kr/upload/rdf/25/08/rdf_2025081421331198428.jpg,"<p>국립고궁박물관은 개관 20주년을 맞이하여 궁궐을 장식한 마지막 궁중회화인 창덕궁의 희정당, 대조전, 경훈각 벽화를 한데 모아 소개합니다.&nbsp;</p>
<p><br /></p>
<p>희정당, 대조전, 경훈각 등으로 구성되어 있는 창덕궁의 내전은 대한제국의 마지막 황제 부부인 순종과 순정효황후가 생활하던 공간입니다. 이곳은 1917년 화재로 소실된 후 3년 간의 공사를 걸쳐 새롭게 재건되었습니다. 이때 전각 내부를 장식하는 대규모 벽화가 함께 제작되었습니다. 여섯 명의 화가가 그린 이 작품은 전통적인 궁중화풍으로 그려진 정교하고 근사한 그림이었습니다.&nbsp;</p>
<p><br /></p>
<p>화가들은 본인의 이름과 함께 &lsquo;삼가 그린다&rsquo;는 뜻인 &lsquo;근사謹寫&rsquo;를 벽화에 적었습니다. 이는 작가로서의 자의식을 드러내는 동시에, 황제에 대한 존경을 표현한 것이기도 했습니다. 황제와 황후 는 창덕궁에서 생활하며 이 &lsquo;근사한&rsquo; 벽화들을 보았을 것입니다. 관람객 여러분께서도 눈앞에 펼쳐진 작품을 감상하며 1920년 벽화로 장식되었을 창덕궁 전각 내부를 함께 떠올려 보시기 바랍니다.&nbsp;</p>
<p><br /></p>"
[원주] 스트레스,공연,2025-08-19,2025-08-24,,강원,,-,https://www.mcst.go.kr/kor/s_culture/culture/cultureView.jsp?pSeq=57127,http://www.culture.go.kr/upload/rdf/25/08/rdf_2025081321205930473.gif,"<p>안녕하세요 씨어터컴퍼니웃끼입니다</p>
<p>올해 두번째 공연! 블랙코미디연극 스.트.레.스!!!</p>
<p>극한의 시대에 살고 있는 지금!</p>
<p>희망은 눈에보이지 않기 때문에 기다리고 인내한다고 하죠. 희망이 있는 삷과 희망밖에 없는 삶. 우리는 희망이 있기에 오늘도 살아갑니다. 연극 스트레스는 그런 연극입니다.</p>
<div><br /></div>"
[대학로] 러브맨,기타,2025-08-21,2025-08-24,,,,-,https://www.mcst.go.kr/kor/s_culture/culture/cultureView.jsp?pSeq=57176,http://www.culture.go.kr/upload/rdf/25/08/rdf_2025081321202392562.gif,<p>자세한 정보는 '바로가기' 링크를 통해 확인하시기 바랍니다.</p>
제1회 북극곰가족극 페스티벌,공연,2025-08-15,2025-09-14,,,,-,https://www.mcst.go.kr/kor/s_culture/culture/cultureView.jsp?pSeq=57174,http://www.culture.go.kr/upload/rdf/25/08/rdf_2025081321203679630.gif,"<p><br /></p>
<p>8월 15일 -17일 북페스티벌 / 금,토,일 11시 / 1일 1회</p>
<p>8월 23일-24일 호랑이팥죽 / 토, 일 11시 14시 / 1일 2회</p>
<p>8월 29일-31일 한낮의 꿈 / 금 7시30분 토,일 11시 14시/ 평일 1회 주말 2회</p>
<p>9월 5일 -7일 일주일간의 기적 /금 7시30분 토,일 11시 14시/ 평일 1회 주말 2회</p>
<p>9월 12일-14일 베드타임스토리/ 금 7시30분 토,일 11시 14시/ 평일 1회 주말 2회</p>"
[대학로] 보명맨숀,공연,2025-08-20,2025-08-23,,,,-,https://www.mcst.go.kr/kor/s_culture/culture/cultureView.jsp?pSeq=57175,http://www.culture.go.kr/upload/rdf/25/08/rdf_2025081321202210756.gif,"<p><br /></p>
<p>공연장이 지하 2층에 위치해 있습니다.</p>
<p>내려가는 계단의 단차가 큰 편이니 안전에 유의하시기 바랍니다.</p>
<p><br /></p>
<p>연극을 보러 오신 관객분들에게 극중 시인인 '심무'의 시가 담긴</p>
<p>기념품(볼펜)을 선물로 드립니다.</p>"
"제트와이 사이 프로젝트 뒤집힌 세계, 오아프로젝트 극장 탈출! 우당탕탕 별소동",공연,2025-08-22,2025-08-23,,경기,,@oa._.project,https://www.mcst.go.kr/kor/s_culture/culture/cultureView.jsp?pSeq=57114,http://www.culture.go.kr/upload/rdf/25/08/show_20250816350007559.png,"<p>찾아가는 공연이라는 아이디어로 ZY42 프로젝트에 참여한 본 작품은, 개발 과정에서 광명문화재단 &lt;청-바-지&gt; 제작 지원에 선정되었습니다. 이번 무대는 그 개발 과정의 일환으로, 관객과 실험적 장면을 공유하는 인큐베이팅 공연입니다. 완성된 작품은 오는 9월, 광명 기형도 문학관에서 발표될 예정이니, 많은 관심 부탁 드립니다.</p>
<p><br /></p>
<p><br /></p>
<p>-작품 소개</p>
<p><br /></p>
<p>한국전통요소, 환경, 관객참여, 잃어버린별을찾아라</p>
<p><br /></p>
<p>[반짝이는 별이 사라진 초록별 마을.</p>
<p>청룡, 흑룡, 삼구귀와 별남이까지</p>
<p>별을 찾아 떠나는 대소동이 벌어진다!</p>
<p><br /></p>
<p>보기만 할 줄 알았는데</p>
<p>왜인지 같이 끼어들어 버리는</p>
<p>소동에 휘말리는 연극!</p>
<p><br /></p>
<p>모두 함께 할 준비 됐나요?]</p>
<p><br /></p>
<p>이 작품은 환경 이야기일 수도, 오해와 화해,</p>
<p>그리고 함께 살아가는 법에 대한 이야기일 수도 있어요.</p>
<p>그런데 우리에겐,</p>
<p>연극을 계속하기 위한 이야기이기도 해요.</p>
<p><br /></p>"
임일민 개인전 : Catharsis,전시,2025-08-01,2025-08-30,,경기,,070-7566-5995,https://www.mcst.go.kr/kor/s_culture/culture/cultureView.jsp?pSeq=57109,http://www.culture.go.kr/upload/rdf/25/08/show_202508142133111704.jpeg,"<!-- wp:paragraph -->
<p>키다리 갤러리는 2024년에 개최한 &lsquo;제7회 키똑전&rsquo;에서 최우수 작가로 선정된 임일민 작가의 초대 개인전 '카타르시스&rsquo;를 개최한다.</p><!-- /wp:paragraph --><!-- wp:paragraph -->
<p>두번째 개인전을 펼치게 되는 임일민 작가는 유년 시절에 경험한 애정 결핍과 억눌린 내면의 다양한 감정들을 화폭 위 인물에 투영시켜 보여주는데 그치지 않고, 이를 확장시킨 새로운 표현법으로 인간 감정의 정화(해소)에 이르게 하는 인상적인 작품들을 선보인다.</p><!-- /wp:paragraph --><!-- wp:paragraph -->
<p>첫 눈에 '에곤 실레' 작품을 연상시키게 되는 그의 작품 속 인물의 표현법은 작가의 남다른 내면에서부터 시작 된다. 유년시절 임일민 작가는 부모에게서 제대로 사랑받을 수 없었던 가정 환경 탓에 자연스럽게 애정결핍이 내면에 자리잡게 되었다. 성장기에는 부족했던 사랑을 채우고자 하는 감정을 억제하고, 타인이 선호하는 이미지를 만들고 보여주는 것에 집착했지만, 그렇게 억압된 감정과 그런 의도적인 이미지 메이킹에 대한 집착 행위는 오히려 알 수 없는 공허함과 불안감을 초래했다. 또한 감정의 억압과 타인의 기대에 부응하려는 집착은 스스로의 감정 혼란을 야기시켰다. 하지만, 작가는 학창 시절 붓을 잡게 되면서부터 이러한 유년기의 상처를 예술로 승화시키고, 이를 통해 인간 내면의 본질적인 모습에 대한 예술적 탐구와 치유를 향한 작업을 추구하고, 표현하게 되었다. 자신이 보여주고자 하는 인물의 완벽한 표현을 위해서 그에 맞는 적합한 재료를 찾아가는 과정에서도 실험적 작업에 주저함이 없었고, 다양한 동양화 재료를 활용한 그의 작업 세계는 에곤 실레의 작품과 닮은 듯 하면서도 차별화 된 임일민 작가만의 독창성을 보여주고 있다. 그의 남다른 작품 세계관을 기반으로 그가 만들어낸 독창적인 인물의 컨셉트는 소재와 구성, 주제면에서도 앞으로 무궁무진한 확장성을 가지고 있다는 것이 큰 장점이다. 두번째 개인전인 이번 '카타르시스' 전시에는 12점의 2025년 신작들이 전시 된다.</p><!-- /wp:paragraph --><!-- wp:paragraph -->
<p><br /></p><!-- /wp:paragraph --><!-- wp:paragraph -->
<p><br /></p><!-- /wp:paragraph --><!-- wp:paragraph -->
<p>Artist Lim Il-min, who is holding his second solo exhibition, does not stop at projecting the various emotions he experienced in his childhood, such as the lack of affection and suppressed inner self, onto the figures on the canvas, but rather expands upon this with new methods of expression to present impressive works that lead to the purification (release) of human emotions.</p><!-- /wp:paragraph --><!-- wp:paragraph -->
<p>The way he portrays his characters, which at first glance evoke the works of Egon Schiele, stems from the artist's unique inner self. As a child, Lim Il-min was unable to receive proper parental love, which naturally led to a lack of affection within him. During my formative years, I suppressed my feelings of wanting to fill the love I lacked, and became obsessed with creating and presenting an image that others would like. However, such suppressed emotions and such obsession with intentional image-making actually brought about an inexplicable emptiness and anxiety. Moreover, the suppression of emotions and the obsession with meeting the expectations of others caused the author's own emotional turmoil. However, since the artist began to hold a brush during his school days, he has sublimated these childhood wounds into art, and through this, he has pursued and expressed artistic exploration and healing of the essential aspects of the human mind. Even in the process of finding the right materials to perfectly express the character he wanted to portray, he did not hesitate to experiment, and his world of work utilizing various oriental painting materials shows the unique originality of artist Lim Il-min that is similar to the work of Egon Schiele, yet different. His unique character concepts, based on his distinctive artistic worldview, hold infinite potential for expansion in terms of subject matter, composition, and theme. This ""Catharsis"" exhibition, his second solo exhibition, showcases twelve new works from 2025.</p><!-- /wp:paragraph --><!-- wp:paragraph -->
<p><br /></p><!-- /wp:paragraph -->"
